Infecting,Infected,Infection Time,Simulation Time,Infection Rate
834,297,1,0.22052672437762744,1.0
834,447,1,0.22052672437762744,1.0
834,471,1,0.22052672437762744,1.0
834,767,1,0.22052672437762744,1.0
834,957,1,0.22052672437762744,1.0
834,959,1,0.22052672437762744,1.0
834,978,1,0.22052672437762744,1.0
957,214,1,0.22147472012395725,1.0
957,222,1,0.22147472012395725,1.0
957,359,1,0.22147472012395725,1.0
957,427,1,0.22147472012395725,1.0
957,441,1,0.22147472012395725,1.0
957,578,1,0.22147472012395725,1.0
957,642,1,0.22147472012395725,1.0
957,702,1,0.22147472012395725,1.0
957,763,1,0.22147472012395725,1.0
957,860,1,0.22147472012395725,1.0
73,204,1,0.22362812121887518,1.5
73,442,1,0.22362812121887518,1.5
73,664,1,0.22362812121887518,1.5
73,718,1,0.22362812121887518,1.5
73,759,2,0.22362812121887518,1.5
73,997,1,0.22362812121887518,1.5
763,232,1,0.22997967801529012,1.0
763,233,1,0.22997967801529012,1.0
763,254,1,0.22997967801529012,1.0
763,263,1,0.22997967801529012,1.0
763,319,1,0.22997967801529012,1.0
763,437,1,0.22997967801529012,1.0
763,457,1,0.22997967801529012,1.0
763,484,1,0.22997967801529012,1.0
763,503,1,0.22997967801529012,1.0
763,568,1,0.22997967801529012,1.0
763,608,1,0.22997967801529012,1.0
763,795,1,0.22997967801529012,1.0
763,922,1,0.22997967801529012,1.0
719,89,1,0.2351449643222762,1.0
719,196,1,0.2351449643222762,1.0
719,419,1,0.2351449643222762,1.0
719,426,1,0.2351449643222762,1.0
719,562,1,0.2351449643222762,1.0
719,768,1,0.2351449643222762,1.0
719,843,2,0.2351449643222762,1.0
802,183,2,0.23690470774145703,1.0
834,593,2,0.24513492828988856,1.0
403,146,1,0.2532885304868379,1.5
403,238,2,0.2532885304868379,1.5
403,510,1,0.2532885304868379,1.5
403,741,1,0.2532885304868379,1.5
403,754,2,0.2532885304868379,1.0
214,642,2,0.25573246289870055,1.0
214,856,1,0.25573246289870055,1.0
291,12,1,0.2627223110640133,1.0
291,112,1,0.2627223110640133,1.0
291,347,1,0.2627223110640133,1.0
291,491,1,0.2627223110640133,1.0
291,613,1,0.2627223110640133,1.0
579,529,1,0.2662310170956837,1.0
579,612,2,0.2662310170956837,1.0
579,812,1,0.2662310170956837,1.0
579,887,1,0.2662310170956837,1.0
133,31,1,0.266346643234486,1.0
133,45,2,0.266346643234486,1.5
133,87,1,0.266346643234486,1.0
133,333,1,0.266346643234486,1.0
133,405,1,0.266346643234486,1.0
133,480,1,0.266346643234486,1.0
133,498,1,0.266346643234486,1.0
133,657,1,0.266346643234486,1.0
133,864,1,0.266346643234486,1.0
449,15,1,0.27184765427614394,1.0
449,48,1,0.27184765427614394,1.0
449,301,1,0.27184765427614394,1.0
449,331,1,0.27184765427614394,1.0
449,438,1,0.27184765427614394,1.0
449,534,2,0.27184765427614394,1.0
449,819,1,0.27184765427614394,1.0
449,936,1,0.27184765427614394,1.0
449,960,1,0.27184765427614394,1.0
449,971,1,0.27184765427614394,1.0
882,641,2,0.27968353238730115,1.0
821,435,2,0.283240252686525,1.5
821,685,2,0.283240252686525,1.5
821,753,2,0.283240252686525,1.5
795,49,1,0.2848190197834528,1.0
795,101,1,0.2848190197834528,1.0
795,184,1,0.2848190197834528,1.0
795,191,1,0.2848190197834528,1.0
795,628,1,0.2848190197834528,1.0
795,866,1,0.2848190197834528,1.0
316,85,2,0.2882619431026483,1.0
316,548,1,0.2882619431026483,1.0
316,659,1,0.2882619431026483,1.0
316,673,2,0.2882619431026483,1.0
480,221,1,0.2915390867529692,1.0
480,518,1,0.2915390867529692,1.0
480,747,1,0.2915390867529692,1.0
442,875,1,0.29257333491331744,1.5
164,595,2,0.29449834414075216,1.5
245,215,2,0.296451564504109,1.5
245,664,2,0.296451564504109,1.5
221,37,1,0.2969209267511786,1.0
221,74,1,0.2969209267511786,1.0
221,86,1,0.2969209267511786,1.0
221,352,1,0.2969209267511786,1.0
221,422,1,0.2969209267511786,1.0
221,725,1,0.2969209267511786,1.0
221,939,1,0.2969209267511786,1.0
221,974,1,0.2969209267511786,1.0
852,660,2,0.2977231777487988,1.0
347,46,1,0.30255506574436203,1.0
347,163,1,0.30255506574436203,1.0
347,176,1,0.30255506574436203,1.0
347,459,1,0.30255506574436203,1.0
347,523,1,0.30255506574436203,1.0
347,665,1,0.30255506574436203,1.0
109,44,1,0.30290174957002647,1.5
109,750,2,0.30290174957002647,1.5
579,151,2,0.30365583571935023,1.0
555,169,1,0.305056225563053,1.0
555,325,2,0.305056225563053,1.0
555,376,2,0.305056225563053,1.0
555,986,1,0.305056225563053,1.0
753,498,2,0.30783569903915275,1.5
753,574,1,0.30783569903915275,1.5
593,92,2,0.3168498401009969,1.0
593,103,1,0.3168498401009969,1.0
593,354,1,0.3168498401009969,1.0
593,374,1,0.3168498401009969,1.0
593,483,1,0.3168498401009969,1.0
593,499,1,0.3168498401009969,1.0
593,506,2,0.3168498401009969,1.0
593,567,1,0.3168498401009969,1.0
593,578,2,0.3168498401009969,1.0
593,614,1,0.3168498401009969,1.0
184,222,2,0.3198373903365788,1.0
184,715,1,0.3198373903365788,1.0
184,823,1,0.3198373903365788,1.0
184,944,1,0.3198373903365788,1.0
184,956,1,0.3198373903365788,1.0
