x,y,Infection label,Rate of movement,Rate of infection,Mutation,Susceptibility
0.42849619756665924,1.5689189728995718,1.0,0.08,1.0,1.0,1.0
2.4808996736018143,2.857563092502774,1.0,0.08,1.5,2.0,1.0
4.2399317254409485,2.204668599127738,0.0,0.1,0.0,0.0,1.0
0.3420305059549871,3.3836554830355783,2.0,0.08,1.0,1.0,0.0
0.9423152937873607,1.465335778315105,0.0,0.1,0.0,0.0,1.0
2.077928735676881,1.5595778096400865,1.0,0.08,1.5,2.0,1.0
4.666058964588189,2.1148310424220096,0.0,0.1,0.0,0.0,1.0
1.0187068659022984,1.8695414518031306,0.0,0.1,0.0,0.0,1.0
0.2170637555070245,4.000350431704157,1.0,0.08,1.0,1.0,1.0
5.6476287368696765,2.406106301957938,1.0,0.08,1.0,1.0,1.0
1.010977319626109,3.7475063361206864,0.0,0.1,0.0,0.0,1.0
4.151545210287242,1.739318012540736,0.0,0.1,0.0,0.0,1.0
0.16223179649154384,1.2880980978105767,1.0,0.08,1.0,1.0,1.0
0.2600170527284753,4.870778791906767,0.0,0.1,0.0,0.0,1.0
4.361116572364426,4.413479412864752,1.0,0.08,1.0,1.0,1.0
0.90501289770779,2.1844657843647175,0.0,0.1,0.0,0.0,1.0
2.2841655106401877,0.5114870242393597,0.0,0.1,0.0,0.0,1.0
5.5358829640973815,3.782230486932569,0.0,0.1,0.0,0.0,1.0
4.271426684366085,2.247429654729711,0.0,0.1,0.0,0.0,1.0
5.951443551132155,3.088701485769261,0.0,0.1,0.0,0.0,1.0
0.7812483753580166,3.419651946431177,1.0,0.08,1.0,1.0,1.0
3.674772915666291,0.49500394551694327,1.0,0.08,1.5,2.0,1.0
0.2828613657700103,2.5038150749372092,1.0,0.08,1.0,1.0,1.0
1.0434682499246908,2.8375308038441833,0.0,0.1,0.0,0.0,1.0
3.625652260117235,4.98163368089141,0.0,0.1,0.0,0.0,1.0
0.7897953305147924,5.8222613194036414,0.0,0.1,0.0,0.0,1.0
5.644911443801395,2.3681417086541328,1.0,0.08,1.0,1.0,1.0
1.657808178851628,0.1942368129563201,0.0,0.1,0.0,0.0,1.0
4.435654276636326,5.3637119280943235,1.0,0.08,1.0,1.0,1.0
5.0687789345833885,2.758834828518834,1.0,0.08,1.0,1.0,1.0
5.4259762763938255,0.7010619583150286,0.0,0.1,0.0,0.0,1.0
5.833394477630744,1.8940639986498402,0.0,0.1,0.0,0.0,1.0
2.9136058452546525,0.9775298540346946,1.0,0.08,1.5,2.0,1.0
2.7541421112795197,5.305707529862141,0.0,0.1,0.0,0.0,1.0
2.7213588826656214,3.8374089246967262,0.0,0.1,0.0,0.0,1.0
4.987715154488301,5.047376694750988,1.0,0.08,1.0,1.0,1.0
5.710073967801206,2.3998166621609442,1.0,0.08,1.0,1.0,1.0
2.89602474933924,3.9342842774855553,0.0,0.1,0.0,0.0,1.0
1.6013568852260132,4.031464981588101,0.0,0.1,0.0,0.0,1.0
1.1616785150233755,3.8551362238918916,0.0,0.1,0.0,0.0,1.0
0.9040877179768605,3.697559612045489,0.0,0.1,0.0,0.0,1.0
0.19768073271092246,3.9307060996856498,1.0,0.08,1.0,1.0,1.0
0.24889742055869468,0.530596950059177,1.0,0.08,1.0,1.0,1.0
2.701172687888919,4.738221988829682,0.0,0.1,0.0,0.0,1.0
1.9147050597334998,5.766955622695401,0.0,0.1,0.0,0.0,1.0
2.684781612174114,0.9320744789582314,2.0,0.08,1.5,2.0,0.0
2.263940309029735,5.992280663783797,0.0,0.1,0.0,0.0,1.0
1.1564611189055498,3.0223345813772493,0.0,0.1,0.0,0.0,1.0
2.5532816448045503,0.7035901636371542,1.0,0.08,1.5,2.0,1.0
2.993895472206669,2.311772257822744,1.0,0.08,1.5,2.0,1.0
5.335393419503156,2.4666158870732433,1.0,0.08,1.0,1.0,1.0
2.7503445547929126,3.689467579908679,0.0,0.1,0.0,0.0,1.0
4.97738740514942,2.06185724611767,0.0,0.1,0.0,0.0,1.0
2.910873938580779,1.9117425852297232,2.0,0.08,1.5,2.0,0.0
4.591277368411818,4.944923105920331,1.0,0.08,1.0,1.0,1.0
2.6754084379072807,2.3520715926765705,1.0,0.08,1.5,2.0,1.0
4.835339100243908,1.752128445491326,0.0,0.1,0.0,0.0,1.0
0.49975408810937894,4.2955968144212635,1.0,0.08,1.0,1.0,0.0
5.618222086619079,3.4922838663136186,0.0,0.1,0.0,0.0,1.0
0.4737902495165611,5.831214882223138,0.0,0.1,0.0,0.0,1.0
0.5242389491107995,1.0440971445278282,1.0,0.08,1.0,1.0,1.0
1.6898440511512072,0.6936930369010141,1.0,0.08,1.5,2.0,1.0
4.3967559766522655,2.233130267561376,0.0,0.1,0.0,0.0,1.0
0.168580633916823,3.496932585584095,1.0,0.08,1.0,1.0,1.0
2.765820162582882,1.5909358596645258,1.0,0.08,1.0,1.0,0.0
0.21349275969740034,3.9982088943926537,1.0,0.08,1.0,1.0,1.0
4.029894741798659,5.70171344925431,1.0,0.08,1.0,1.0,1.0
0.8465147005968912,3.5076292352667355,1.0,0.08,1.0,1.0,1.0
2.255353987014314,3.0105482235559013,0.0,0.1,0.0,0.0,1.0
4.300037125036011,2.6676866269840023,0.0,0.1,0.0,0.0,1.0
1.4241298284038306,2.651521737336343,1.0,0.08,1.5,2.0,1.0
1.4936922889522044,0.8065934554516592,0.0,0.1,0.0,0.0,1.0
0.830278953708836,1.5951664106541334,0.0,0.1,0.0,0.0,1.0
1.0990258119742995,3.189801090559346,1.0,0.08,1.0,1.0,1.0
5.8531388005074305,1.98447629481216,0.0,0.1,0.0,0.0,1.0
5.201577119313796,2.0212294952125816,0.0,0.1,0.0,0.0,1.0
2.321919878685125,4.805162176956407,0.0,0.1,0.0,0.0,1.0
0.8864743717714203,0.5195951128817027,0.0,0.1,0.0,0.0,1.0
4.2760101915818485,1.2821817223903833,1.0,0.08,1.5,2.0,1.0
0.49727887267143656,0.8671803747968332,0.0,0.1,0.0,0.0,1.0
1.0998822478186618,4.059942390772057,0.0,0.1,0.0,0.0,1.0
5.502948173107487,5.7578582396796865,0.0,0.1,0.0,0.0,1.0
2.1001609327202586,5.061221357015375,0.0,0.1,0.0,0.0,1.0
0.8907674542759187,2.3691547871537573,1.0,0.08,1.5,2.0,1.0
0.24302704474584735,3.43982414195852,2.0,0.08,1.0,1.0,0.0
4.030615630144683,4.0460552477069305,0.0,0.1,0.0,0.0,1.0
2.511384373578304,1.5179933022508187,1.0,0.08,1.5,2.0,1.0
0.7550746101272525,4.874959194748075,0.0,0.1,0.0,0.0,1.0
0.611562276901894,1.5069485558067806,2.0,0.08,1.0,1.0,0.0
4.463931827072017,2.511912367889762,0.0,0.1,0.0,0.0,1.0
5.574954428697923,0.6697455457750983,0.0,0.1,0.0,0.0,1.0
2.454030825208097,3.107139733514039,0.0,0.1,0.0,0.0,1.0
2.7367632816280647,4.924444606481144,0.0,0.1,0.0,0.0,1.0
4.810397382744007,2.2993298776618145,1.0,0.08,1.0,1.0,1.0
5.734489202485746,1.011362671237215,0.0,0.1,0.0,0.0,1.0
4.998025919560196,2.9799508301038626,1.0,0.08,1.0,1.0,1.0
4.261776662669101,5.346496481173982,1.0,0.08,1.0,1.0,1.0
4.870110186830537,3.679744912464512,0.0,0.1,0.0,0.0,1.0
0.5176307604724735,5.678821543725604,0.0,0.1,0.0,0.0,1.0
5.800487924329521,2.043842986223606,0.0,0.1,0.0,0.0,1.0
2.7137890368853936,5.240317475844366,0.0,0.1,0.0,0.0,1.0
3.237318279388141,2.2347755411706656,1.0,0.08,1.5,2.0,1.0
0.16671879009163626,0.6032596217288722,0.0,0.1,0.0,0.0,1.0
1.432254727367737,1.6231118105884283,0.0,0.1,0.0,0.0,1.0
4.908674382822679,3.7878271784669,0.0,0.1,0.0,0.0,1.0
1.7787643131474835,1.023519622278799,0.0,0.1,0.0,0.0,1.0
5.734609100786858,5.263314758191346,0.0,0.1,0.0,0.0,1.0
0.8804897593314291,5.623207688784682,0.0,0.1,0.0,0.0,1.0
0.1274321769364839,2.6148477262450904,1.0,0.08,1.0,1.0,1.0
4.9166882604551825,5.005949519950945,1.0,0.08,1.0,1.0,1.0
2.1766055261183923,1.7476071517107803,1.0,0.08,1.5,2.0,1.0
1.803741301651901,0.25083199141929,0.0,0.1,0.0,0.0,1.0
4.320312169113791,3.4274569626777946,0.0,0.1,0.0,0.0,1.0
4.339610443802186,3.7420945417597378,0.0,0.1,0.0,0.0,1.0
3.175979085039266,0.4283902944345628,1.0,0.08,1.5,2.0,1.0
0.33400420898788674,4.52203728995098,1.0,0.08,1.0,1.0,1.0
5.770588640486897,5.2343636943412974,0.0,0.1,0.0,0.0,1.0
4.738689755718761,4.701541872093934,1.0,0.08,1.0,1.0,1.0
4.261420577449501,0.9550796942848474,1.0,0.08,1.5,2.0,1.0
0.5190246286815563,0.454820261724153,0.0,0.1,0.0,0.0,1.0
0.43296401444636934,0.5337361293756324,0.0,0.1,0.0,0.0,1.0
2.069168312945467,1.0884133309878417,1.0,0.08,1.5,2.0,1.0
0.10346664881226308,3.218816406060154,1.0,0.08,1.0,1.0,1.0
3.7361470424358796,1.5022456985887063,1.0,0.08,1.5,2.0,1.0
3.1429545764361357,1.7596692285788595,2.0,0.08,1.5,2.0,0.0
2.505273702978668,3.783267080007445,1.0,0.08,1.0,1.0,0.0
1.1344067856017408,3.797768538986099,0.0,0.1,0.0,0.0,1.0
3.1175082860315473,4.171932344615286,0.0,0.1,0.0,0.0,1.0
5.422341815529924,2.1697009705431665,0.0,0.1,0.0,0.0,1.0
0.3580106091317736,1.6176653218743573,1.0,0.08,1.0,1.0,1.0
5.654826281155503,5.246342222500522,0.0,0.1,0.0,0.0,1.0
2.4194453270924443,2.337719276089808,1.0,0.08,1.5,2.0,1.0
0.2259047514165886,2.7016657190886724,2.0,0.08,1.0,1.0,0.0
2.779803151310574,4.162559175213453,0.0,0.1,0.0,0.0,1.0
4.054671533820037,5.450968508044897,1.0,0.08,1.0,1.0,1.0
0.35663870155563293,1.5017550455252804,1.0,0.08,1.0,1.0,1.0
1.785896694961782,4.0741195433854624,0.0,0.1,0.0,0.0,1.0
2.570754262636977,0.5095845642335635,1.0,0.08,1.5,2.0,1.0
0.8894543800835175,0.3347160295376157,0.0,0.1,0.0,0.0,1.0
2.011339586769914,0.005871452571714064,0.0,0.1,0.0,0.0,1.0
2.271344929458428,4.60823050815252,0.0,0.1,0.0,0.0,1.0
3.6540759200247668,5.2727666615938436,0.0,0.1,0.0,0.0,1.0
3.6781699747167833,1.1046282692613187,2.0,0.08,1.5,2.0,0.0
1.378036381713524,0.7037583853009124,0.0,0.1,0.0,0.0,1.0
4.574490658962596,5.499871578946582,1.0,0.08,1.0,1.0,1.0
3.5946180317170136,3.137630248098005,0.0,0.1,0.0,0.0,1.0
3.0426016175246167,2.6700051917122076,1.0,0.08,1.5,2.0,1.0
1.3317774604766228,0.9438421065131701,0.0,0.1,0.0,0.0,1.0
5.120799624015667,2.058558262316395,0.0,0.1,0.0,0.0,1.0
2.336652115244563,4.895913400247862,0.0,0.1,0.0,0.0,1.0
0.5571033987941287,2.2807121572095,1.0,0.08,1.0,1.0,1.0
3.4819665740536374,1.4445642223756663,1.0,0.08,1.5,2.0,1.0
3.3713863116847045,2.876540450194005,1.0,0.08,1.5,2.0,1.0
3.9778578619728306,5.40200810714161,1.0,0.08,1.0,1.0,1.0
0.06652641375306279,5.162266016222551,0.0,0.1,0.0,0.0,1.0
1.3983416129520314,3.2668296976645337,0.0,0.1,0.0,0.0,1.0
1.0637646424128986,1.8732799893542884,0.0,0.1,0.0,0.0,1.0
3.7912188521347403,2.141699439204828,0.0,0.1,0.0,0.0,1.0
4.411704881866022,3.552197804989979,0.0,0.1,0.0,0.0,1.0
2.366753042026918,1.6692310043587644,1.0,0.08,1.5,2.0,1.0
1.3658999127911,3.0249096941740827,0.0,0.1,0.0,0.0,1.0
4.510053543391823,5.17524824773432,1.0,0.08,1.0,1.0,1.0
4.675807728096612,4.0879440729933405,0.0,0.1,0.0,0.0,1.0
2.564823508119477,1.7222218358765677,1.0,0.08,1.5,2.0,1.0
5.55306877625647,3.79745706023923,0.0,0.1,0.0,0.0,1.0
3.428237981450202,1.2806519306009856,1.0,0.08,1.5,2.0,1.0
4.574323684441345,1.065609697335705,0.0,0.1,0.0,0.0,1.0
4.540912402992383,4.209876650749792,1.0,0.08,1.0,1.0,1.0
1.4214515961437528,5.510030842539461,0.0,0.1,0.0,0.0,1.0
5.971082411442167,2.747802669528634,1.0,0.08,1.0,1.0,1.0
4.458925488161557,3.364138594707405,0.0,0.1,0.0,0.0,1.0
3.450159232600015,0.3783280473726247,0.0,0.1,0.0,0.0,1.0
1.0372059714795798,0.09987334529984593,0.0,0.1,0.0,0.0,1.0
2.2023923913913297,2.951960501777996,0.0,0.1,0.0,0.0,1.0
3.1725164326016984,0.6598414134427004,1.0,0.08,1.5,2.0,1.0
5.58989235955715,2.8698871358914593,1.0,0.08,1.0,1.0,1.0
2.2994939838986936,2.72399876522124,1.0,0.08,1.5,2.0,1.0
3.8870720158327385,5.736271774222969,0.0,0.1,0.0,0.0,1.0
0.982394327786726,2.061293508778543,0.0,0.1,0.0,0.0,1.0
3.715757412978758,4.39143561010012,0.0,0.1,0.0,0.0,1.0
4.41409778879877,0.7655542903820749,1.0,0.08,1.5,2.0,1.0
2.255669706043013,3.9616350472505797,0.0,0.1,0.0,0.0,1.0
0.7892441760009956,5.011313042088747,0.0,0.1,0.0,0.0,1.0
0.5022543730080127,2.0671748946047446,0.0,0.1,0.0,0.0,1.0
3.2888593190313813,1.4487602223577762,2.0,0.08,1.5,2.0,0.0
4.619003760696656,2.6451373183657836,1.0,0.08,1.0,1.0,1.0
0.7453669692699028,2.0377458992662296,0.0,0.1,0.0,0.0,1.0
4.223892709610446,1.3321387875151063,0.0,0.1,0.0,0.0,1.0
3.838325455246685,3.9063206680479734,0.0,0.1,0.0,0.0,1.0
5.4990421137415755,3.0377401487929374,1.0,0.08,1.0,1.0,1.0
3.8648956674310617,3.112659013584734,0.0,0.1,0.0,0.0,1.0
5.03629233609999,3.1617313811955112,1.0,0.08,1.0,1.0,1.0
1.823525841053554,4.173566261814446,0.0,0.1,0.0,0.0,1.0
1.1352143896717064,5.678507132751991,0.0,0.1,0.0,0.0,1.0
5.045118776655313,1.1025816053691493,0.0,0.1,0.0,0.0,1.0
2.2807593848480843,2.4641350778173523,1.0,0.08,1.5,2.0,1.0
5.329392121717655,3.7437852171306454,0.0,0.1,0.0,0.0,1.0
3.7903970501128104,4.152452601562032,0.0,0.1,0.0,0.0,1.0
0.3177081440946963,4.44806216482424,0.0,0.1,0.0,0.0,1.0
1.12656785031275,1.6244381640065653,0.0,0.1,0.0,0.0,1.0
5.133759805489251,5.381990852192905,1.0,0.08,1.0,1.0,1.0
0.41387830125935543,2.399869039437825,0.0,0.1,0.0,0.0,1.0
5.436068021066517,5.405237151861823,0.0,0.1,0.0,0.0,1.0
1.5238671977348819,5.536685869558673,0.0,0.1,0.0,0.0,1.0
3.672683091737823,3.1992901988010134,0.0,0.1,0.0,0.0,1.0
3.1650622558046413,1.7427721769307314,2.0,0.08,1.5,2.0,0.0
2.3566138025635146,3.1740588972522783,0.0,0.1,0.0,0.0,1.0
0.28215674570211613,4.34271856974569,2.0,0.08,1.0,1.0,0.0
2.434384247558425,0.6596324895209469,1.0,0.08,1.5,2.0,1.0
3.519452644611211,0.4224624414013003,0.0,0.1,0.0,0.0,1.0
5.812077265214606,4.837851217363012,0.0,0.1,0.0,0.0,1.0
1.0858706059133556,3.230623497319682,1.0,0.08,1.0,1.0,1.0
5.592658770731404,1.2290004630272438,0.0,0.1,0.0,0.0,1.0
3.1637066099273357,4.0353981427970425,0.0,0.1,0.0,0.0,1.0
5.345745296373635,3.7856187258646434,0.0,0.1,0.0,0.0,1.0
1.6542177097221165,0.6006040992824639,0.0,0.1,0.0,0.0,1.0
4.843305612449422,5.254195476275035,1.0,0.08,1.0,1.0,0.0
5.2849929154113955,2.7612774689639705,2.0,0.08,1.0,1.0,0.0
2.5565052435458617,5.527462419605627,0.0,0.1,0.0,0.0,1.0
0.883409817305304,3.712266203133952,1.0,0.08,1.0,1.0,1.0
5.5771634081156325,4.420747173168318,0.0,0.1,0.0,0.0,1.0
3.4421479518913607,4.800180028279853,0.0,0.1,0.0,0.0,1.0
4.225060114453184,5.862705009968629,1.0,0.08,1.0,1.0,1.0
1.2634013470953926,0.29722718965066686,0.0,0.1,0.0,0.0,1.0
2.7583995572154936,2.8428908953185443,2.0,0.08,1.5,2.0,0.0
1.9697160786189731,0.5729336019927151,1.0,0.08,1.5,2.0,1.0
1.5682769945434494,0.352513957872048,0.0,0.1,0.0,0.0,1.0
4.206202321891044,5.380216584635768,2.0,0.08,1.0,1.0,0.0
4.572311787500826,4.307867878120504,1.0,0.08,1.0,1.0,1.0
1.4797385709222317,1.643671923568178,0.0,0.1,0.0,0.0,1.0
2.8694296530196404,1.6949873060866547,2.0,0.08,1.5,2.0,0.0
3.3246822220195344,4.1108576317669785,0.0,0.1,0.0,0.0,1.0
4.088584746682654,2.532431406561116,0.0,0.1,0.0,0.0,1.0
1.3603807679080584,3.3852709929213245,0.0,0.1,0.0,0.0,1.0
2.1753065537495493,5.577439526934513,0.0,0.1,0.0,0.0,1.0
1.3001668440966752,2.6128319102790605,1.0,0.08,1.5,2.0,1.0
2.0102752998855804,4.540472880387323,0.0,0.1,0.0,0.0,1.0
1.7377404125108242,4.02625849834801,0.0,0.1,0.0,0.0,1.0
4.338446486780084,1.643494165278792,0.0,0.1,0.0,0.0,1.0
5.939614642594002,1.3307354889443859,0.0,0.1,0.0,0.0,1.0
0.6637813915289088,2.2530295090336745,0.0,0.1,0.0,0.0,1.0
5.425212268584026,1.2817332716899372,0.0,0.1,0.0,0.0,1.0
0.07723573209441748,0.17494556963468977,1.0,0.08,1.0,1.0,1.0
0.1103044429333111,1.619459514678104,1.0,0.08,1.0,1.0,1.0
0.3722513205647966,2.5785243089731447,1.0,0.08,1.0,1.0,1.0
4.711167371223775,3.2793259441898877,0.0,0.1,0.0,0.0,1.0
4.063643602072611,5.193735710923663,2.0,0.08,1.0,1.0,0.0
3.024542240351387,2.6134229468868533,1.0,0.08,1.5,2.0,1.0
5.523197414509582,5.989041460812411,0.0,0.1,0.0,0.0,1.0
2.0567808564047136,0.7957586269974923,1.0,0.08,1.5,2.0,1.0
2.054892941582657,0.2554528707820196,0.0,0.1,0.0,0.0,1.0
4.116983743428435,5.938925145692955,0.0,0.1,0.0,0.0,1.0
1.5692750681102836,2.471401819448344,1.0,0.08,1.5,2.0,1.0
2.466587927908338,0.5292187027644375,1.0,0.08,1.5,2.0,1.0
3.8320624680604087,0.8021665814623165,1.0,0.08,1.5,2.0,1.0
1.0032878740463835,2.455591931193239,1.0,0.08,1.5,2.0,1.0
5.757974428549212,4.706451394417118,0.0,0.1,0.0,0.0,1.0
2.4744473092759973,4.404385613532001,0.0,0.1,0.0,0.0,1.0
5.897325492801194,1.4851388847105897,0.0,0.1,0.0,0.0,1.0
1.9601523672034575,0.525411853619123,0.0,0.1,0.0,0.0,1.0
2.9731380673878673,2.1328581441854046,2.0,0.08,1.5,2.0,0.0
2.8913814980227013,1.9955394115414251,1.0,0.08,1.5,2.0,1.0
0.9639962634152928,0.3246425239336106,0.0,0.1,0.0,0.0,1.0
1.1058485656753454,4.04002030109301,0.0,0.1,0.0,0.0,1.0
0.2904499292052949,2.5689068552210723,1.0,0.08,1.0,1.0,1.0
0.07114073643973229,2.105631528657121,0.0,0.1,0.0,0.0,1.0
4.56852793549703,3.556996203264919,0.0,0.1,0.0,0.0,1.0
4.901799954848217,3.7526412578220443,0.0,0.1,0.0,0.0,1.0
0.6045379669533346,5.321197280438536,0.0,0.1,0.0,0.0,1.0
5.0510716667262106,3.2673489976791785,1.0,0.08,1.0,1.0,1.0
1.1910615557367212,2.627956916434983,1.0,0.08,1.5,2.0,1.0
5.815110277782903,0.41963497157883056,0.0,0.1,0.0,0.0,1.0
0.2730111322369668,2.9543977965632218,2.0,0.08,1.0,1.0,0.0
5.674032204275671,2.9095370588651486,1.0,0.08,1.0,1.0,1.0
4.002488327207815,1.0722378131040151,1.0,0.08,1.5,2.0,1.0
2.226131886965579,1.5335318047369664,1.0,0.08,1.5,2.0,1.0
5.797183863277113,0.5393463403395962,0.0,0.1,0.0,0.0,1.0
4.553338343085024,3.1753692392815243,0.0,0.1,0.0,0.0,1.0
3.3850213842790864,4.011323132588876,0.0,0.1,0.0,0.0,1.0
0.28703662942086483,5.988964445980756,0.0,0.1,0.0,0.0,1.0
4.446109225264524,0.6477184042179929,0.0,0.1,0.0,0.0,1.0
4.790857476949508,1.3867681435323926,0.0,0.1,0.0,0.0,1.0
4.081463155911266,2.5532484057325266,1.0,0.08,1.0,1.0,0.0
4.830027902094502,2.5051441578208715,1.0,0.08,1.0,1.0,1.0
5.556130209379162,1.279090651758719,0.0,0.1,0.0,0.0,1.0
5.769776419783928,4.143111907371146,0.0,0.1,0.0,0.0,1.0
3.105505849763248,2.637834708093687,2.0,0.08,1.5,2.0,0.0
4.149980188771888,0.6437435511417087,0.0,0.1,0.0,0.0,1.0
3.7554787159244576,0.5364001268297822,1.0,0.08,1.5,2.0,1.0
0.24272235129060826,0.5836219296769007,1.0,0.08,1.0,1.0,1.0
1.668259135118279,1.416201507663418,0.0,0.1,0.0,0.0,1.0
1.7117298500010816,1.2519727003176853,1.0,0.08,1.5,2.0,1.0
0.18248033084600035,0.9859028424919385,1.0,0.08,1.0,1.0,1.0
0.4355707308926582,3.517863213990892,1.0,0.08,1.0,1.0,0.0
1.3127573229631955,5.185418212814938,0.0,0.1,0.0,0.0,1.0
5.040723775302963,3.7862373927257273,0.0,0.1,0.0,0.0,1.0
2.302659724107847,4.2732758359733225,0.0,0.1,0.0,0.0,1.0
3.1708290683587825,1.6007586939391978,1.0,0.08,1.5,2.0,1.0
5.40583382687311,5.809596157608073,0.0,0.1,0.0,0.0,1.0
0.3535471197692355,1.1733804644339332,1.0,0.08,1.0,1.0,1.0
3.8274029863060273,3.1386417168346705,0.0,0.1,0.0,0.0,1.0
1.095307691152363,0.8393660656421797,0.0,0.1,0.0,0.0,1.0
2.7457604654934347,3.443236353307654,0.0,0.1,0.0,0.0,1.0
3.543253242430797,1.20040716338012,1.0,0.08,1.5,2.0,1.0
0.27089749035335964,2.3250950724943396,1.0,0.08,1.0,1.0,1.0
