Infecting,Infected,Infection Time,Simulation Time,Infection Rate
804.0,627.0,1.0,0.17895551800021003,1.0
804.0,654.0,1.0,0.17895551800021003,1.0
804.0,667.0,1.0,0.17895551800021003,1.0
804.0,722.0,1.0,0.17895551800021003,1.0
804.0,775.0,1.0,0.17895551800021003,1.0
804.0,891.0,1.0,0.17895551800021003,1.0
804.0,921.0,1.0,0.17895551800021003,1.0
367.0,59.0,2.0,0.1829753804616254,1.5
367.0,254.0,2.0,0.1829753804616254,1.5
367.0,300.0,2.0,0.1829753804616254,1.5
367.0,566.0,1.0,0.1829753804616254,1.5
367.0,640.0,1.0,0.1829753804616254,1.5
363.0,73.0,1.0,0.18660965649240896,1.0
363.0,154.0,1.0,0.18660965649240896,1.0
363.0,192.0,1.0,0.18660965649240896,1.0
363.0,289.0,1.0,0.18660965649240896,1.0
363.0,498.0,1.0,0.18660965649240896,1.0
363.0,505.0,1.0,0.18660965649240896,1.0
363.0,512.0,1.0,0.18660965649240896,1.0
363.0,539.0,1.0,0.18660965649240896,1.0
363.0,611.0,1.0,0.18660965649240896,1.0
363.0,791.0,1.0,0.18660965649240896,1.0
363.0,827.0,1.0,0.18660965649240896,1.0
363.0,859.0,1.0,0.18660965649240896,1.0
363.0,878.0,1.0,0.18660965649240896,1.0
363.0,880.0,1.0,0.18660965649240896,1.0
363.0,909.0,1.0,0.18660965649240896,1.0
363.0,996.0,1.0,0.18660965649240896,1.0
910.0,963.0,2.0,0.18746839284482922,1.5
73.0,0.0,1.0,0.18834742172492028,1.0
73.0,90.0,1.0,0.18834742172492028,1.0
73.0,342.0,1.0,0.18834742172492028,1.0
73.0,558.0,1.0,0.18834742172492028,1.0
73.0,883.0,1.0,0.18834742172492028,1.0
73.0,936.0,1.0,0.18834742172492028,1.0
73.0,943.0,1.0,0.18834742172492028,1.0
722.0,136.0,1.0,0.19674601983675027,1.0
722.0,166.0,1.0,0.19674601983675027,1.0
722.0,204.0,1.0,0.19674601983675027,1.0
722.0,214.0,1.0,0.19674601983675027,1.0
722.0,292.0,1.0,0.19674601983675027,1.0
722.0,584.0,1.0,0.19674601983675027,1.0
915.0,63.0,1.0,0.21940418993582805,1.0
915.0,99.0,1.0,0.21940418993582805,1.0
915.0,163.0,1.0,0.21940418993582805,1.0
915.0,165.0,1.0,0.21940418993582805,1.0
915.0,255.0,1.0,0.21940418993582805,1.0
915.0,261.0,1.0,0.21940418993582805,1.0
915.0,287.0,1.0,0.21940418993582805,1.0
915.0,353.0,1.0,0.21940418993582805,1.0
915.0,499.0,1.0,0.21940418993582805,1.0
915.0,523.0,1.0,0.21940418993582805,1.0
915.0,601.0,1.0,0.21940418993582805,1.0
915.0,693.0,1.0,0.21940418993582805,1.0
915.0,758.0,1.0,0.21940418993582805,1.0
331.0,275.0,2.0,0.23597109607357825,1.5
127.0,78.0,1.0,0.23926557853927102,1.0
127.0,185.0,1.0,0.23926557853927102,1.0
127.0,277.0,1.0,0.23926557853927102,1.0
127.0,533.0,1.0,0.23926557853927102,1.0
127.0,657.0,1.0,0.23926557853927102,1.0
127.0,669.0,1.0,0.23926557853927102,1.0
127.0,720.0,1.0,0.23926557853927102,1.0
127.0,747.0,1.0,0.23926557853927102,1.0
127.0,799.0,1.0,0.23926557853927102,1.0
127.0,911.0,1.0,0.23926557853927102,1.0
656.0,53.0,1.0,0.23979166083382944,1.5
656.0,55.0,1.0,0.23979166083382944,1.5
656.0,71.0,1.0,0.23979166083382944,1.5
656.0,834.0,1.0,0.23979166083382944,1.5
656.0,987.0,1.0,0.23979166083382944,1.5
373.0,324.0,1.0,0.2413135439193836,1.5
373.0,344.0,1.0,0.2413135439193836,1.5
373.0,461.0,1.0,0.2413135439193836,1.5
373.0,619.0,1.0,0.2413135439193836,1.5
373.0,716.0,1.0,0.2413135439193836,1.5
373.0,755.0,1.0,0.2413135439193836,1.5
99.0,120.0,1.0,0.2413221315307296,1.0
99.0,642.0,1.0,0.2413221315307296,1.0
99.0,650.0,1.0,0.2413221315307296,1.0
99.0,660.0,1.0,0.2413221315307296,1.0
99.0,727.0,1.0,0.2413221315307296,1.0
521.0,490.0,2.0,0.24306808240468283,1.5
521.0,580.0,1.0,0.24306808240468283,1.5
521.0,652.0,2.0,0.24306808240468283,1.5
521.0,805.0,2.0,0.24306808240468283,1.5
521.0,875.0,2.0,0.24306808240468283,1.5
601.0,245.0,1.0,0.25365083400597366,1.0
601.0,259.0,1.0,0.25365083400597366,1.0
601.0,343.0,1.0,0.25365083400597366,1.0
601.0,820.0,1.0,0.25365083400597366,1.0
601.0,957.0,1.0,0.25365083400597366,1.0
601.0,966.0,1.0,0.25365083400597366,1.0
601.0,980.0,1.0,0.25365083400597366,1.0
727.0,287.0,2.0,0.25414554010303864,1.0
727.0,339.0,1.0,0.25414554010303864,1.0
727.0,577.0,1.0,0.25414554010303864,1.0
727.0,776.0,1.0,0.25414554010303864,1.0
727.0,957.0,2.0,0.25414554010303864,1.0
775.0,36.0,1.0,0.2604602084114293,1.0
775.0,297.0,2.0,0.2604602084114293,1.0
775.0,457.0,1.0,0.2604602084114293,1.0
775.0,494.0,1.0,0.2604602084114293,1.0
775.0,556.0,1.0,0.2604602084114293,1.0
775.0,891.0,2.0,0.2604602084114293,1.0
775.0,951.0,1.0,0.2604602084114293,1.0
342.0,38.0,1.0,0.2644825241423294,1.0
342.0,60.0,1.0,0.2644825241423294,1.0
342.0,111.0,1.0,0.2644825241423294,1.0
342.0,178.0,1.0,0.2644825241423294,1.0
342.0,202.0,1.0,0.2644825241423294,1.0
342.0,314.0,1.0,0.2644825241423294,1.0
342.0,334.0,1.0,0.2644825241423294,1.0
342.0,427.0,1.0,0.2644825241423294,1.0
342.0,548.0,1.0,0.2644825241423294,1.0
342.0,617.0,1.0,0.2644825241423294,1.0
342.0,859.0,2.0,0.2644825241423294,1.0
342.0,914.0,1.0,0.2644825241423294,1.0
805.0,75.0,1.0,0.264758702610855,1.5
805.0,180.0,1.0,0.264758702610855,1.5
805.0,345.0,1.0,0.264758702610855,1.5
805.0,464.0,1.0,0.264758702610855,1.5
111.0,92.0,1.0,0.2658320202288551,1.0
111.0,202.0,2.0,0.2658320202288551,1.0
111.0,220.0,1.0,0.2658320202288551,1.0
111.0,342.0,2.0,0.2658320202288551,1.0
111.0,374.0,1.0,0.2658320202288551,1.0
111.0,402.0,1.0,0.2658320202288551,1.0
653.0,13.0,1.0,0.27273602835918864,1.5
653.0,21.0,1.0,0.27273602835918864,1.5
653.0,322.0,1.0,0.27273602835918864,1.5
653.0,392.0,1.0,0.27273602835918864,1.5
653.0,455.0,1.0,0.27273602835918864,1.5
653.0,456.0,1.0,0.27273602835918864,1.5
653.0,559.0,1.0,0.27273602835918864,1.5
653.0,786.0,1.0,0.27273602835918864,1.5
653.0,792.0,1.0,0.27273602835918864,1.5
653.0,836.0,1.0,0.27273602835918864,1.5
653.0,869.0,1.0,0.27273602835918864,1.5
653.0,935.0,1.0,0.27273602835918864,1.5
275.0,330.0,2.0,0.27906318752838105,1.5
275.0,590.0,1.0,0.27906318752838105,1.5
275.0,730.0,1.0,0.27906318752838105,1.5
229.0,435.0,1.0,0.28322643178801643,1.5
537.0,187.0,1.0,0.2834229480190407,1.0
537.0,400.0,2.0,0.2834229480190407,1.0
537.0,482.0,1.0,0.2834229480190407,1.0
537.0,600.0,1.0,0.2834229480190407,1.0
537.0,633.0,2.0,0.2834229480190407,1.0
537.0,938.0,1.0,0.2834229480190407,1.0
912.0,775.0,2.0,0.29078955399391326,1.0
912.0,831.0,1.0,0.29078955399391326,1.0
322.0,305.0,1.0,0.2914347864381938,1.5
322.0,340.0,1.0,0.2914347864381938,1.5
322.0,378.0,1.0,0.2914347864381938,1.5
322.0,432.0,1.0,0.2914347864381938,1.5
322.0,481.0,1.0,0.2914347864381938,1.5
322.0,610.0,1.0,0.2914347864381938,1.5
322.0,723.0,1.0,0.2914347864381938,1.5
322.0,852.0,1.0,0.2914347864381938,1.5
322.0,928.0,1.0,0.2914347864381938,1.5
322.0,941.0,1.0,0.2914347864381938,1.5
505.0,135.0,1.0,0.2949168216256637,1.0
505.0,277.0,2.0,0.2949168216256637,1.0
505.0,715.0,1.0,0.2949168216256637,1.0
505.0,750.0,1.0,0.2949168216256637,1.0
102.0,390.0,1.0,0.2949843327783864,1.5
102.0,563.0,1.0,0.2949843327783864,1.5
102.0,717.0,1.0,0.2949843327783864,1.5
102.0,773.0,1.0,0.2949843327783864,1.5
102.0,863.0,1.0,0.2949843327783864,1.5
102.0,885.0,1.0,0.2949843327783864,1.5
363.0,133.0,1.0,0.29793218615614697,1.0
363.0,791.0,2.0,0.29793218615614697,1.0
28.0,912.0,2.0,0.2997118064416384,1.0
863.0,115.0,1.0,0.30111718079155114,1.5
863.0,184.0,1.0,0.30111718079155114,1.5
863.0,244.0,1.0,0.30111718079155114,1.5
863.0,323.0,1.0,0.30111718079155114,1.5
863.0,411.0,1.0,0.30111718079155114,1.5
863.0,552.0,1.0,0.30111718079155114,1.5
863.0,553.0,1.0,0.30111718079155114,1.5
863.0,648.0,1.0,0.30111718079155114,1.5
863.0,676.0,1.0,0.30111718079155114,1.5
863.0,699.0,1.0,0.30111718079155114,1.5
863.0,700.0,1.0,0.30111718079155114,1.5
863.0,712.0,1.0,0.30111718079155114,1.5
863.0,762.0,1.0,0.30111718079155114,1.5
305.0,7.0,1.0,0.30187679323747635,1.5
305.0,19.0,1.0,0.30187679323747635,1.5
305.0,140.0,1.0,0.30187679323747635,1.5
305.0,153.0,1.0,0.30187679323747635,1.5
305.0,325.0,1.0,0.30187679323747635,1.5
305.0,495.0,1.0,0.30187679323747635,1.5
305.0,508.0,1.0,0.30187679323747635,1.5
305.0,618.0,1.0,0.30187679323747635,1.5
305.0,734.0,1.0,0.30187679323747635,1.5
305.0,860.0,1.0,0.30187679323747635,1.5
305.0,959.0,1.0,0.30187679323747635,1.5
638.0,20.0,1.0,0.3044438032965775,1.5
638.0,54.0,1.0,0.3044438032965775,1.5
638.0,148.0,1.0,0.3044438032965775,1.5
638.0,188.0,1.0,0.3044438032965775,1.5
638.0,212.0,2.0,0.3044438032965775,1.5
638.0,551.0,1.0,0.3044438032965775,1.5
638.0,571.0,1.0,0.3044438032965775,1.5
638.0,625.0,1.0,0.3044438032965775,1.5
528.0,194.0,2.0,0.31119867043579486,1.5
528.0,433.0,2.0,0.31119867043579486,1.5
390.0,115.0,2.0,0.3123869118458393,1.5
390.0,118.0,1.0,0.3123869118458393,1.5
390.0,207.0,1.0,0.3123869118458393,1.5
390.0,278.0,1.0,0.3123869118458393,1.5
558.0,73.0,2.0,0.31394729365525514,1.0
558.0,137.0,1.0,0.31394729365525514,1.0
558.0,143.0,1.0,0.31394729365525514,1.0
558.0,281.0,1.0,0.31394729365525514,1.0
558.0,486.0,1.0,0.31394729365525514,1.0
558.0,594.0,1.0,0.31394729365525514,1.0
558.0,713.0,1.0,0.31394729365525514,1.0
558.0,936.0,2.0,0.31394729365525514,1.0
558.0,945.0,1.0,0.31394729365525514,1.0
857.0,246.0,1.0,0.31711992238200687,1.5
857.0,507.0,1.0,0.31711992238200687,1.5
668.0,130.0,1.0,0.3205468930792674,1.0
668.0,205.0,1.0,0.3205468930792674,1.0
668.0,313.0,1.0,0.3205468930792674,1.0
668.0,362.0,1.0,0.3205468930792674,1.0
668.0,369.0,1.0,0.3205468930792674,1.0
668.0,487.0,1.0,0.3205468930792674,1.0
668.0,491.0,1.0,0.3205468930792674,1.0
668.0,497.0,1.0,0.3205468930792674,1.0
668.0,710.0,1.0,0.3205468930792674,1.0
668.0,930.0,1.0,0.3205468930792674,1.0
668.0,985.0,1.0,0.3205468930792674,1.0
491.0,70.0,1.0,0.3235753867451003,1.0
491.0,82.0,1.0,0.3235753867451003,1.0
491.0,158.0,1.0,0.3235753867451003,1.0
491.0,199.0,1.0,0.3235753867451003,1.0
491.0,779.0,1.0,0.3235753867451003,1.0
491.0,809.0,1.0,0.3235753867451003,1.0
558.0,154.0,2.0,0.33136748957661344,1.0
966.0,25.0,1.0,0.33454440160115895,1.0
966.0,79.0,1.0,0.33454440160115895,1.0
966.0,96.0,1.0,0.33454440160115895,1.0
966.0,106.0,1.0,0.33454440160115895,1.0
966.0,239.0,1.0,0.33454440160115895,1.0
966.0,412.0,1.0,0.33454440160115895,1.0
966.0,569.0,1.0,0.33454440160115895,1.0
966.0,731.0,1.0,0.33454440160115895,1.0
966.0,772.0,1.0,0.33454440160115895,1.0
966.0,808.0,1.0,0.33454440160115895,1.0
966.0,950.0,1.0,0.33454440160115895,1.0
966.0,978.0,1.0,0.33454440160115895,1.0
625.0,64.0,1.0,0.33940023610792125,1.5
625.0,91.0,1.0,0.33940023610792125,1.5
625.0,250.0,1.0,0.33940023610792125,1.5
625.0,358.0,1.0,0.33940023610792125,1.5
625.0,384.0,1.0,0.33940023610792125,1.5
625.0,672.0,1.0,0.33940023610792125,1.5
625.0,675.0,1.0,0.33940023610792125,1.5
625.0,748.0,1.0,0.33940023610792125,1.5
625.0,774.0,1.0,0.33940023610792125,1.5
625.0,825.0,1.0,0.33940023610792125,1.5
625.0,896.0,1.0,0.33940023610792125,1.5
625.0,997.0,1.0,0.33940023610792125,1.5
214.0,624.0,1.0,0.3398701913772666,1.0
475.0,643.0,2.0,0.3429497782652629,1.5
831.0,84.0,1.0,0.34851398763070845,1.0
831.0,237.0,1.0,0.34851398763070845,1.0
831.0,298.0,1.0,0.34851398763070845,1.0
831.0,537.0,2.0,0.34851398763070845,1.0
831.0,684.0,1.0,0.34851398763070845,1.0
831.0,940.0,1.0,0.34851398763070845,1.0
831.0,947.0,1.0,0.34851398763070845,1.0
831.0,982.0,1.0,0.34851398763070845,1.0
831.0,995.0,1.0,0.34851398763070845,1.0
82.0,158.0,2.0,0.35325531714938313,1.0
82.0,918.0,1.0,0.35325531714938313,1.0
82.0,985.0,2.0,0.35325531714938313,1.0
526.0,33.0,1.0,0.35505964636979304,1.5
526.0,191.0,1.0,0.35505964636979304,1.5
526.0,441.0,1.0,0.35505964636979304,1.5
526.0,612.0,1.0,0.35505964636979304,1.5
526.0,822.0,1.0,0.35505964636979304,1.5
526.0,853.0,1.0,0.35505964636979304,1.5
98.0,316.0,2.0,0.3565750697934776,1.0
98.0,442.0,2.0,0.3565750697934776,1.0
822.0,47.0,1.0,0.3582945266590681,1.5
822.0,131.0,1.0,0.3582945266590681,1.5
822.0,295.0,1.0,0.3582945266590681,1.5
822.0,319.0,1.0,0.3582945266590681,1.5
822.0,361.0,1.0,0.3582945266590681,1.5
